"","codocorren","data","hora","mes","diaSemana","tipo","viaA","viaB","tipoenvolv","tipoAutomo","genero","idade","embriagado","vitima","obito","habilitado","ciclo","pavimentac","viaACod","viaATotal","viaAFxRola","viaBCod","viaBtotal","viaBFxRola","bairro","zona","longX","latY","intersecao","intersecaoCodA","intersecaoCodB","intersecaolongx","intersecaolaty","intersecaoCiclo"
"21","2019-492",2019-02-27,"17:50","Fevereiro","quarta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Automóvel","masc.","58",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71962561,-26.89063251,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"22","2019-492",2019-02-27,"17:50","Fevereiro","quarta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Caminhão Trator","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71962561,-26.89063251,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"23","2019-492",2019-02-27,"17:50","Fevereiro","quarta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Semireboque","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71962561,-26.89063251,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"3","2019-979",2019-04-04,"12:45","Abril","quinta-feira","queda","Av.Dr.Reinaldo Schmithausen","","veículo","Motoneta","fem.","48",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71893283,-26.8908712,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"31","2019-979",2019-04-04,"12:45","Abril","quinta-feira","queda","Av.Dr.Reinaldo Schmithausen","","veículo","Caminhão","","",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71893283,-26.8908712,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"4","2019-840",2019-04-05,"18:30","Abril","sexta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Automóvel","masc.","43",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.7201233,-26.89041738,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"41","2019-840",2019-04-05,"18:30","Abril","sexta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Caminhão Trator","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.7201233,-26.89041738,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"5","2019-850",2019-04-09,"07:30","Abril","terça-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Caminhonete","masc.","59",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71899071,-26.89087621,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"51","2019-850",2019-04-09,"07:30","Abril","terça-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Caminhonete","masc.","33",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71899071,-26.89087621,"Av.Marginal Leste-Av.Dr.Reinaldo Schmithausen",1175,1111,-48.7195126259056,-26.8906884917627,"ciclovia"
"6","2019-427/448",2019-02-20,"07:45","Fevereiro","quarta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Onildo Reis","veículo","Automóvel","fem.","22",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1361,"13","8","Cordeiros","Área Urbana",-48.71576145,-26.89156896,"R.Onildo Reis-Av.Dr.Reinaldo Schmithausen",1361,1111,-48.7153429501153,-26.8914262772586,"ciclovia"
"61","2019-427/448",2019-02-20,"07:45","Fevereiro","quarta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Onildo Reis","veículo","Motoneta","fem.","22",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1361,"13","8","Cordeiros","Área Urbana",-48.71576145,-26.89156896,"R.Onildo Reis-Av.Dr.Reinaldo Schmithausen",1361,1111,-48.7153429501153,-26.8914262772586,"ciclovia"
"7","2019-1003",2019-04-27,"20:10","Abril","sábado","abalroamento","Av.Dr.Reinaldo Schmithausen","","veículo","Automóvel","masc.","48",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71502056,-26.89131362,"R.Onildo Reis-Av.Dr.Reinaldo Schmithausen",1361,1111,-48.7153429501153,-26.8914262772586,"ciclovia"
"71","2019-1003",2019-04-27,"20:10","Abril","sábado","abalroamento","Av.Dr.Reinaldo Schmithausen","","veículo","Caminhão Trator","masc.","33",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71502056,-26.89131362,"R.Onildo Reis-Av.Dr.Reinaldo Schmithausen",1361,1111,-48.7153429501153,-26.8914262772586,"ciclovia"
"72","2019-1003",2019-04-27,"20:10","Abril","sábado","abalroamento","Av.Dr.Reinaldo Schmithausen","","veículo","Semireboque","masc.","33",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.71502056,-26.89131362,"R.Onildo Reis-Av.Dr.Reinaldo Schmithausen",1361,1111,-48.7153429501153,-26.8914262772586,"ciclovia"
"8","2019-71/72",2019-01-10,"21:00","Janeiro","quinta-feira","colisão","R.Francisco Reis","Av.Dr.Reinaldo Schmithausen","veículo","Automóvel","masc.","38",0,0,0,1,"compartilhado","Asfalto",1177,"20","14",1111,"27","14","Cordeiros","Área Urbana",-48.71079752,-26.89040307,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"81","2019-71/72",2019-01-10,"21:00","Janeiro","quinta-feira","colisão","R.Francisco Reis","Av.Dr.Reinaldo Schmithausen","veículo","Caminhão Trator","masc.","58",0,0,0,1,"compartilhado","Asfalto",1177,"20","14",1111,"27","14","Cordeiros","Área Urbana",-48.71079752,-26.89040307,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"9","2019-508",2019-02-28,"19:30","Fevereiro","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Automóvel","masc.","48",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71087377,-26.89043287,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"91","2019-508",2019-02-28,"19:30","Fevereiro","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Automóvel","masc.","48",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71087377,-26.89043287,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"10","2019-639",2019-03-16,"16:40","Março","sábado","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Motoneta","fem.","45",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71078399,-26.89030463,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"101","2019-639",2019-03-16,"16:40","Março","sábado","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Automóvel","masc.","34",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71078399,-26.89030463,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"11","2019-867",2019-04-11,"08:30","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Automóvel","masc.","66",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71089222,-26.89045728,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"111","2019-867",2019-04-11,"08:30","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Caminhão Trator","masc.","43",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71089222,-26.89045728,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"112","2019-867",2019-04-11,"08:30","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Semireboque","masc.","43",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71089222,-26.89045728,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"12","2019-871",2019-04-11,"07:20","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Caminhão","masc.","60",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71084781,-26.89038109,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"121","2019-871",2019-04-11,"07:20","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Motoneta","fem.","26",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71084781,-26.89038109,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"13","2019-914",2019-04-18,"07:30","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Motocicleta","masc.","21",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71076512,-26.89035247,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"131","2019-914",2019-04-18,"07:30","Abril","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Francisco Reis","veículo","Automóvel","fem.","42",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",1177,"20","14","Cordeiros","Área Urbana",-48.71076512,-26.89035247,"Av.Dr.Reinaldo Schmithausen-R.Francisco Reis",1111,1177,-48.7108338825065,-26.8902834870167,"ciclovia"
"14","2019-324",2019-02-09,"21:10","Fevereiro","sábado","abalroamento","Av.Dr.Reinaldo Schmithausen","","veículo","Automóvel","fem.","29",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.70661962,-26.88803819,"Av.Dr.Reinaldo Schmithausen-R.Victor Pezzini",1111,1184,-48.7067066497599,-26.8881380606975,"ciclovia"
"141","2019-324",2019-02-09,"21:10","Fevereiro","sábado","abalroamento","Av.Dr.Reinaldo Schmithausen","","veículo","","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.70661962,-26.88803819,"Av.Dr.Reinaldo Schmithausen-R.Victor Pezzini",1111,1184,-48.7067066497599,-26.8881380606975,"ciclovia"
"15","2019-249",2019-02-01,"19:45","Fevereiro","sexta-feira","colisão","R.Gercino José Correa","R.Saul Schead dos Santos","veículo","Automóvel","fem.","28",0,0,0,1,"","Asfalto",1100,"12","8",49,"13","7","Cordeiros","Área Urbana",-48.70562995,-26.8875375,"Av.Dr.Reinaldo Schmithausen-R.Gercino José Correa",1111,1100,-48.7056693909466,-26.8879198000553,"ciclovia"
"151","2019-249",2019-02-01,"19:45","Fevereiro","sexta-feira","colisão","R.Gercino José Correa","R.Saul Schead dos Santos","veículo","Motoneta","masc.","22",0,0,0,1,"","Asfalto",1100,"12","8",49,"13","7","Cordeiros","Área Urbana",-48.70562995,-26.8875375,"Av.Dr.Reinaldo Schmithausen-R.Gercino José Correa",1111,1100,-48.7056693909466,-26.8879198000553,"ciclovia"
"16","2019-351",2019-02-13,"10:00","Fevereiro","quarta-feira","colisão","R.Ver.Nestor dos Santos","Av.Dr.Reinaldo Schmithausen","veículo","Caminhonete","masc.","43",0,0,0,1,"compartilhado","Paralelepípedo",1170,"12","8",1111,"27","14","Cordeiros","Área Urbana",-48.70451755,-26.8879977,"Av.Dr.Reinaldo Schmithausen-R.Ver.Nestor dos Santos",1111,1170,-48.7043604728271,-26.887921298003,"ciclovia"
"161","2019-351",2019-02-13,"10:00","Fevereiro","quarta-feira","colisão","R.Ver.Nestor dos Santos","Av.Dr.Reinaldo Schmithausen","veículo","Automóvel","masc.","59",0,0,0,1,"compartilhado","Paralelepípedo",1170,"12","8",1111,"27","14","Cordeiros","Área Urbana",-48.70451755,-26.8879977,"Av.Dr.Reinaldo Schmithausen-R.Ver.Nestor dos Santos",1111,1170,-48.7043604728271,-26.887921298003,"ciclovia"
"17","2019-624",2019-03-15,"13:45","Março","sexta-feira","colisão","R.Américo Meinicke","Av.Dr.Reinaldo Schmithausen","ciclista","Camioneta","fem.","18",0,0,0,1,"compartilhado","Misto (Asfalto/Lajota)",1102,"10","7",1111,"27","14","Cordeiros","Área Urbana",-48.70461818,-26.88787016,"Av.Dr.Reinaldo Schmithausen-R.Ver.Nestor dos Santos",1111,1170,-48.7043604728271,-26.887921298003,"ciclovia"
"171","2019-624",2019-03-15,"13:45","Março","sexta-feira","colisão","R.Américo Meinicke","Av.Dr.Reinaldo Schmithausen","veículo","","masc.","56",0,0,0,1,"compartilhado","Misto (Asfalto/Lajota)",1102,"10","7",1111,"27","14","Cordeiros","Área Urbana",-48.70461818,-26.88787016,"Av.Dr.Reinaldo Schmithausen-R.Ver.Nestor dos Santos",1111,1170,-48.7043604728271,-26.887921298003,"ciclovia"
"18","2019-825",2019-04-05,"16:10","Abril","sexta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Henrique Bianchini","veículo","Utilitário","masc.","22",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1103,"10","7","Cordeiros","Área Urbana",-48.7040277,-26.88793173,"Av.Dr.Reinaldo Schmithausen-R.Ver.Nestor dos Santos",1111,1170,-48.7043604728271,-26.887921298003,"ciclovia"
"181","2019-825",2019-04-05,"16:10","Abril","sexta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.Henrique Bianchini","veículo","Caminhão","masc.","36",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1103,"10","7","Cordeiros","Área Urbana",-48.7040277,-26.88793173,"Av.Dr.Reinaldo Schmithausen-R.Ver.Nestor dos Santos",1111,1170,-48.7043604728271,-26.887921298003,"ciclovia"
"19","2019-257",2019-02-01,"13:40","Fevereiro","sexta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Camioneta","fem.","29",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",2165,"","","Cordeiros","Área Urbana",-48.70362936,-26.8880811,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"191","2019-257",2019-02-01,"13:40","Fevereiro","sexta-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Motocicleta","fem.","44",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",2165,"","","Cordeiros","Área Urbana",-48.70362936,-26.8880811,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"20","2019-306",2019-02-07,"14:45","Fevereiro","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.José Rosa","veículo","Automóvel","masc.","58",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",1167,"10","7","Cordeiros","Área Urbana",-48.70325747,-26.888058,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"201","2019-306",2019-02-07,"14:45","Fevereiro","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.José Rosa","veículo","Caminhão","masc.","56",0,1,0,1,"compartilhado","Asfalto",1111,"27","14",1167,"10","7","Cordeiros","Área Urbana",-48.70325747,-26.888058,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"211","2019-494",2019-02-28,"11:33","Fevereiro","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.José Lopes","veículo","Motoneta","masc.","49",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1168,"14","8","Cordeiros","Área Urbana",-48.70327443,-26.88810012,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"212","2019-494",2019-02-28,"11:33","Fevereiro","quinta-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.José Lopes","veículo","Automóvel","masc.","57",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1168,"14","8","Cordeiros","Área Urbana",-48.70327443,-26.88810012,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"221","2019-663",2019-03-19,"11:00","Março","terça-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.José Lopes","veículo","Caminhão","masc.","42",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1168,"14","8","Cordeiros","Área Urbana",-48.70323278,-26.88817242,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"222","2019-663",2019-03-19,"11:00","Março","terça-feira","colisão","Av.Dr.Reinaldo Schmithausen","R.José Lopes","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1168,"14","8","Cordeiros","Área Urbana",-48.70323278,-26.88817242,"Av.Dr.Reinaldo Schmithausen-R.José Lopes",1111,1168,-48.7030143918785,-26.8880348283336,"ciclovia"
"231","2019-453",2019-02-26,"10:30","Fevereiro","terça-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Automóvel","masc.","54",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.70167516,-26.88798831,"R.Eredes Serpa-Av.Dr.Reinaldo Schmithausen",1166,1111,-48.7015119444196,-26.8878704279716,"ciclovia"
"232","2019-453",2019-02-26,"10:30","Fevereiro","terça-feira","colisão","Av.Dr.Reinaldo Schmithausen","","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",NA,"","","Cordeiros","Área Urbana",-48.70167516,-26.88798831,"R.Eredes Serpa-Av.Dr.Reinaldo Schmithausen",1166,1111,-48.7015119444196,-26.8878704279716,"ciclovia"
"24","2019-284",2019-02-04,"19:15","Fevereiro","segunda-feira","abalroamento","R.Estefano José Vanolli","R.Antônio Cyrilo Dutra","veículo","Automóvel","fem.","28",0,0,0,1,"compartilhado","Asfalto",60,"15","11",29,"17","9","Cidade Nova","Área Urbana",-48.68869975,-26.90224473,"R.Antônio Cyrilo Dutra-R.Estefano José Vanolli",29,60,-48.6887095093423,-26.902245432091,"compartilhado"
"241","2019-284",2019-02-04,"19:15","Fevereiro","segunda-feira","abalroamento","R.Estefano José Vanolli","R.Antônio Cyrilo Dutra","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",60,"15","11",29,"17","9","Cidade Nova","Área Urbana",-48.68869975,-26.90224473,"R.Antônio Cyrilo Dutra-R.Estefano José Vanolli",29,60,-48.6887095093423,-26.902245432091,"compartilhado"
"25","2019-08",2019-01-02,"17:20","Janeiro","quarta-feira","colisão","R.Pedro Rangel","","veículo","Automóvel","fem.","31",0,0,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68673961,-26.90200122,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"251","2019-08",2019-01-02,"17:20","Janeiro","quarta-feira","colisão","R.Pedro Rangel","","veículo","Automóvel","masc.","37",0,0,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68673961,-26.90200122,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"26","2019-43",2019-01-07,"17:50","Janeiro","segunda-feira","colisão","R.São Vicente","","veículo","Automóvel","fem.","32",0,0,0,1,"","Lajota",84,"12","8",NA,"","","São Vicente","Área Urbana",-48.68693256,-26.90243239,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"261","2019-43",2019-01-07,"17:50","Janeiro","segunda-feira","colisão","R.São Vicente","","veículo","Automóvel","","",0,0,0,1,"","Lajota",84,"12","8",NA,"","","São Vicente","Área Urbana",-48.68693256,-26.90243239,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"27","2019-743",2019-03-27,"07:20","Março","quarta-feira","colisão","R.Antônio Cyrilo Dutra","","veículo","Automóvel","fem.","26",0,0,0,1,"compartilhado","Asfalto",29,"17","9",NA,"","","São Vicente","Área Urbana",-48.68671502,-26.90201778,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"271","2019-743",2019-03-27,"07:20","Março","quarta-feira","colisão","R.Antônio Cyrilo Dutra","","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",29,"17","9",NA,"","","São Vicente","Área Urbana",-48.68671502,-26.90201778,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"28","2019-985",2019-04-08,"21:40","Abril","segunda-feira","colisão","R.Antônio Cyrilo Dutra","R.São Vicente","ciclista","Automóvel","masc.","37",0,1,0,1,"compartilhado","Asfalto",29,"17","9",84,"12","8","São Vicente","Área Urbana",-48.68705476,-26.90211111,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"281","2019-985",2019-04-08,"21:40","Abril","segunda-feira","colisão","R.Antônio Cyrilo Dutra","R.São Vicente","veículo","","masc.","50",0,1,0,1,"compartilhado","Asfalto",29,"17","9",84,"12","8","São Vicente","Área Urbana",-48.68705476,-26.90211111,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"29","2019-923",2019-04-18,"17:30","Abril","quinta-feira","colisão","R.São Vicente","","veículo","Automóvel","fem.","28",0,0,0,1,"","Lajota",84,"12","8",NA,"","","São Vicente","Área Urbana",-48.68698632,-26.90247024,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"291","2019-923",2019-04-18,"17:30","Abril","quinta-feira","colisão","R.São Vicente","","veículo","Automóvel","fem.","46",0,0,0,1,"","Lajota",84,"12","8",NA,"","","São Vicente","Área Urbana",-48.68698632,-26.90247024,"R.Antônio Cyrilo Dutra-R.São Vicente",29,84,-48.6870387069373,-26.902034285749,"compartilhado"
"30","2019-501",2019-02-28,"19:50","Fevereiro","quinta-feira","colisão","R.Antônio Ayres dos Santos","R.Rui Barbosa","veículo","Automóvel","fem.","37",0,0,0,1,"","Asfalto",10,"13","8",9,"12","8","São Vicente","Área Urbana",-48.69221561,-26.90475549,"R.Rui Barbosa-R.Antônio Ayres dos Santos",9,10,-48.6922590654903,-26.9047532387181,"ciclofaixa"
"301","2019-501",2019-02-28,"19:50","Fevereiro","quinta-feira","colisão","R.Antônio Ayres dos Santos","R.Rui Barbosa","veículo","Automóvel","masc.","58",0,0,0,1,"","Asfalto",10,"13","8",9,"12","8","São Vicente","Área Urbana",-48.69221561,-26.90475549,"R.Rui Barbosa-R.Antônio Ayres dos Santos",9,10,-48.6922590654903,-26.9047532387181,"ciclofaixa"
"311","2019-625",2019-03-15,"16:00","Março","sexta-feira","colisão","R.Antônio Ayres dos Santos","","veículo","Automóvel","masc.","55",0,0,0,1,"","Asfalto",10,"13","8",NA,"","","São Vicente","Área Urbana",-48.69230557,-26.90430636,"R.Rui Barbosa-R.Antônio Ayres dos Santos",9,10,-48.6922590654903,-26.9047532387181,"ciclofaixa"
"312","2019-625",2019-03-15,"16:00","Março","sexta-feira","colisão","R.Antônio Ayres dos Santos","","veículo","Caminhonete","masc.","25",0,0,0,1,"","Asfalto",10,"13","8",NA,"","","São Vicente","Área Urbana",-48.69230557,-26.90430636,"R.Rui Barbosa-R.Antônio Ayres dos Santos",9,10,-48.6922590654903,-26.9047532387181,"ciclofaixa"
"32","2019-735",2019-03-26,"18:15","Março","terça-feira","colisão","R.Antônio Ayres dos Santos","R.Rui Barbosa","veículo","Automóvel","masc.","43",0,0,0,1,"","Asfalto",10,"13","8",9,"12","8","São Vicente","Área Urbana",-48.6921932,-26.90478556,"R.Rui Barbosa-R.Antônio Ayres dos Santos",9,10,-48.6922590654903,-26.9047532387181,"ciclofaixa"
"321","2019-735",2019-03-26,"18:15","Março","terça-feira","colisão","R.Antônio Ayres dos Santos","R.Rui Barbosa","veículo","Automóvel","","",0,0,0,1,"","Asfalto",10,"13","8",9,"12","8","São Vicente","Área Urbana",-48.6921932,-26.90478556,"R.Rui Barbosa-R.Antônio Ayres dos Santos",9,10,-48.6922590654903,-26.9047532387181,"ciclofaixa"
"33","2019-270",2019-02-04,"11:35","Fevereiro","segunda-feira","colisão","R.Estefano José Vanolli","","veículo","Automóvel","masc.","34",0,0,0,1,"ciclofaixa","Asfalto",60,"15","11",NA,"","","Cidade Nova","Área Urbana",-48.68874935,-26.90571405,"R.Estefano José Vanolli-R.Osni José Jacinto",60,94,-48.688756989414,-26.9053923936611,"ciclofaixa"
"331","2019-270",2019-02-04,"11:35","Fevereiro","segunda-feira","colisão","R.Estefano José Vanolli","","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",60,"15","11",NA,"","","Cidade Nova","Área Urbana",-48.68874935,-26.90571405,"R.Estefano José Vanolli-R.Osni José Jacinto",60,94,-48.688756989414,-26.9053923936611,"ciclofaixa"
"34","2019-989",2019-04-15,"07:20","Abril","quinta-feira","colisão","R.Estefano José Vanolli","","veículo","Caminhonete","masc.","40",0,0,0,1,"","Lajota",936,"10","7",NA,"","","Cidade Nova","Área Urbana",-48.68869459,-26.90524383,"R.Estefano José Vanolli-R.Osni José Jacinto",60,94,-48.688756989414,-26.9053923936611,"ciclofaixa"
"341","2019-989",2019-04-15,"07:20","Abril","quinta-feira","colisão","R.Estefano José Vanolli","","veículo","Automóvel","masc.","45",0,0,0,1,"","Lajota",936,"10","7",NA,"","","Cidade Nova","Área Urbana",-48.68869459,-26.90524383,"R.Estefano José Vanolli-R.Osni José Jacinto",60,94,-48.688756989414,-26.9053923936611,"ciclofaixa"
