"","codocorren","data","hora","mes","diaSemana","tipo","viaA","viaB","tipoenvolv","tipoAutomo","genero","idade","embriagado","vitima","obito","habilitado","ciclo","pavimentac","viaACod","viaATotal","viaAFxRola","viaBCod","viaBtotal","viaBFxRola","bairro","zona","longX","latY","intersecao","intersecaoCodA","intersecaoCodB","intersecaolongx","intersecaolaty","intersecaoCiclo"
"308","2019-608",2019-03-12,"19:30","Março","terça-feira","colisão","R.Jacob Ardigó","R.Indaial","veículo","Motocicleta","masc.","21",0,0,0,1,"compartilhado","Asfalto",577,"21","18",227,"17","11","Dom Bosco","Área Urbana",-48.67729049,-26.91901776,"R.Jacob Ardigó-R.Indaial",577,227,-48.6772648678264,-26.9188559833358,"compartilhado"
"3081","2019-608",2019-03-12,"19:30","Março","terça-feira","colisão","R.Jacob Ardigó","R.Indaial","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",577,"21","18",227,"17","11","Dom Bosco","Área Urbana",-48.67729049,-26.91901776,"R.Jacob Ardigó-R.Indaial",577,227,-48.6772648678264,-26.9188559833358,"compartilhado"
"309","2019-562",2019-03-01,"16:19","Março","sexta-feira","colisão","R.Jacob Ardigó","","ciclista","Motocicleta","masc.","63",0,1,0,0,"compartilhado","Asfalto",577,"21","18",NA,"","","Dom Bosco","Área Urbana",-48.6868898,-26.91828245,"R.Estefano José Vanolli-R.Jacob Ardigó",60,577,-48.6873900204783,-26.9182372998714,"compartilhado"
"3091","2019-562",2019-03-01,"16:19","Março","sexta-feira","colisão","R.Jacob Ardigó","","veículo","","","",0,1,0,0,"compartilhado","Asfalto",577,"21","18",NA,"","","Dom Bosco","Área Urbana",-48.6868898,-26.91828245,"R.Estefano José Vanolli-R.Jacob Ardigó",60,577,-48.6873900204783,-26.9182372998714,"compartilhado"
"310","2019-713",2019-03-13,"12:05","Março","quarta-feira","colisão","R.José Gall","R.Aristides Francisco Palumbo","veículo","Motocicleta","fem.","19",0,1,0,1,"","Asfalto",545,"15,6","9,6",487,"11","7","Dom Bosco","Área Urbana",-48.67406299,-26.92020517,"R.Aristides Francisco Palumbo-R.José Gall",487,545,-48.6737651874272,-26.9201028124934,"compartilhado"
"3101","2019-713",2019-03-13,"12:05","Março","quarta-feira","colisão","R.José Gall","R.Aristides Francisco Palumbo","veículo","Automóvel","masc.","69",0,1,0,1,"","Asfalto",545,"15,6","9,6",487,"11","7","Dom Bosco","Área Urbana",-48.67406299,-26.92020517,"R.Aristides Francisco Palumbo-R.José Gall",487,545,-48.6737651874272,-26.9201028124934,"compartilhado"
"3111","2019-329",2019-02-10,"11:50","Fevereiro","domingo","colisão","R.Jacob Ardigó","R.José Gall","veículo","Motoneta","masc.","48",0,1,0,1,"compartilhado","Asfalto",577,"21","18",545,"15,6","9,6","Dom Bosco","Área Urbana",-48.67273842,-26.91951736,"R.Jacob Ardigó-R.José Gall",577,545,-48.6727362613769,-26.9196624821101,"compartilhado"
"3112","2019-329",2019-02-10,"11:50","Fevereiro","domingo","colisão","R.Jacob Ardigó","R.José Gall","veículo","Automóvel","masc.","64",0,1,0,1,"compartilhado","Asfalto",577,"21","18",545,"15,6","9,6","Dom Bosco","Área Urbana",-48.67273842,-26.91951736,"R.Jacob Ardigó-R.José Gall",577,545,-48.6727362613769,-26.9196624821101,"compartilhado"
"3121","2019-685",2019-02-15,"11:00","Fevereiro","sexta-feira","queda","R.José Gall","","veículo","Motoneta","fem.","46",0,1,0,1,"","Asfalto",545,"15,6","9,6",NA,"","","Dom Bosco","Área Urbana",-48.67258469,-26.91953581,"R.Jacob Ardigó-R.José Gall",577,545,-48.6727362613769,-26.9196624821101,"compartilhado"
"313","2019-537",2019-03-07,"07:45","Março","quinta-feira","colisão","R.José Gall","R.Jacob Ardigó","veículo","Automóvel","masc.","26",0,0,0,1,"compartilhado","Asfalto",545,"15,6","9,6",577,"21","18","Dom Bosco","Área Urbana",-48.67281422,-26.91961473,"R.Jacob Ardigó-R.José Gall",577,545,-48.6727362613769,-26.9196624821101,"compartilhado"
"3131","2019-537",2019-03-07,"07:45","Março","quinta-feira","colisão","R.José Gall","R.Jacob Ardigó","veículo","Automóvel","fem.","31",0,0,0,1,"compartilhado","Asfalto",545,"15,6","9,6",577,"21","18","Dom Bosco","Área Urbana",-48.67281422,-26.91961473,"R.Jacob Ardigó-R.José Gall",577,545,-48.6727362613769,-26.9196624821101,"compartilhado"
"314","2019-634",2019-03-15,"17:30","Março","sexta-feira","colisão","R.Jacob Ardigó","R.Vitor Zaguini","veículo","Automóvel","masc.","64",0,0,0,1,"compartilhado","Asfalto",577,"21","18",583,"11","8","Dom Bosco","Área Urbana",-48.67616014,-26.91898226,"R.Vitor Zaguini-R.Jacob Ardigó",583,577,-48.6760230174472,-26.9190957954835,"compartilhado"
"3141","2019-634",2019-03-15,"17:30","Março","sexta-feira","colisão","R.Jacob Ardigó","R.Vitor Zaguini","veículo","Motocicleta","","",0,0,0,1,"compartilhado","Asfalto",577,"21","18",583,"11","8","Dom Bosco","Área Urbana",-48.67616014,-26.91898226,"R.Vitor Zaguini-R.Jacob Ardigó",583,577,-48.6760230174472,-26.9190957954835,"compartilhado"
"315","2019-288",2019-02-06,"09:15","Fevereiro","quarta-feira","colisão","R.José Pereira Liberato","R.Jacob Ardigó","veículo","Automóvel","masc.","26",0,0,0,1,"compartilhado","Asfalto",159,"12,5","8,5",577,"21","18","São João","Área Urbana",-48.68433027,-26.91847524,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"3151","2019-288",2019-02-06,"09:15","Fevereiro","quarta-feira","colisão","R.José Pereira Liberato","R.Jacob Ardigó","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",159,"12,5","8,5",577,"21","18","São João","Área Urbana",-48.68433027,-26.91847524,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"316","2019-474",2019-02-28,"07:25","Fevereiro","quinta-feira","colisão","R.Jacob Ardigó","R.José Pereira Liberato","veículo","Automóvel","masc.","20",0,0,0,1,"compartilhado","Asfalto",577,"21","18",159,"12,5","8,5","Dom Bosco","Área Urbana",-48.68437104,-26.91853396,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"3161","2019-474",2019-02-28,"07:25","Fevereiro","quinta-feira","colisão","R.Jacob Ardigó","R.José Pereira Liberato","veículo","Automóvel","masc.","63",0,0,0,1,"compartilhado","Asfalto",577,"21","18",159,"12,5","8,5","Dom Bosco","Área Urbana",-48.68437104,-26.91853396,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"317","2019-714",2019-03-24,"22:00","Março","domingo","colisão","R.Jacob Ardigó","R.José Pereira Liberato","veículo","Automóvel","masc.","31",0,0,0,1,"compartilhado","Asfalto",577,"21","18",159,"12,5","8,5","Dom Bosco","Área Urbana",-48.68433068,-26.91852186,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"3171","2019-714",2019-03-24,"22:00","Março","domingo","colisão","R.Jacob Ardigó","R.José Pereira Liberato","veículo","Automóvel","fem.","26",0,0,0,1,"compartilhado","Asfalto",577,"21","18",159,"12,5","8,5","Dom Bosco","Área Urbana",-48.68433068,-26.91852186,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"318","2019-802",2019-04-03,"13:20","Abril","quarta-feira","colisão","R.José Pereira Liberato","R.Jacob Ardigó","veículo","Automóvel","masc.","36",0,0,0,1,"compartilhado","Asfalto",159,"12,5","8,5",577,"21","18","São João","Área Urbana",-48.68425459,-26.9184153,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"3181","2019-802",2019-04-03,"13:20","Abril","quarta-feira","colisão","R.José Pereira Liberato","R.Jacob Ardigó","veículo","Automóvel","","",0,0,0,1,"compartilhado","Asfalto",159,"12,5","8,5",577,"21","18","São João","Área Urbana",-48.68425459,-26.9184153,"R.José Pereira Liberato-R.Jacob Ardigó",159,577,-48.6843658911238,-26.9184794454578,"compartilhado"
"319","2019-04",2019-01-02,"13:45","Janeiro","quarta-feira","colisão","R.Exp.Aleixo Maba","","veículo","Automóvel","fem.","37",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68201217,-26.89106169,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3191","2019-04",2019-01-02,"13:45","Janeiro","quarta-feira","colisão","R.Exp.Aleixo Maba","","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68201217,-26.89106169,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"320","2019-47",2019-01-07,"17:50","Janeiro","segunda-feira","colisão","R.Curt Hering","R.Exp.Aleixo Maba","veículo","Ônibus","masc.","49",0,0,0,1,"ciclofaixa","Asfalto",439,"10","7",423,"11,5","7,5","Barra do Rio","Área Urbana",-48.68195588,-26.89098481,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3201","2019-47",2019-01-07,"17:50","Janeiro","segunda-feira","colisão","R.Curt Hering","R.Exp.Aleixo Maba","veículo","Automóvel","masc.","37",0,0,0,1,"ciclofaixa","Asfalto",439,"10","7",423,"11,5","7,5","Barra do Rio","Área Urbana",-48.68195588,-26.89098481,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3211","2019-90",2019-01-12,"11:56","Janeiro","sábado","colisão","R.Exp.Aleixo Maba","","veículo","Automóvel","masc.","46",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68223269,-26.89084941,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3212","2019-90",2019-01-12,"11:56","Janeiro","sábado","colisão","R.Exp.Aleixo Maba","","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68223269,-26.89084941,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"322","2019-577",2019-03-11,"15:20","Março","segunda-feira","colisão","R.Curt Hering","R.Exp.Aleixo Maba","veículo","Automóvel","masc.","39",0,0,0,1,"ciclofaixa","Asfalto",439,"10","7",423,"11,5","7,5","Barra do Rio","Área Urbana",-48.68198572,-26.89097562,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3221","2019-577",2019-03-11,"15:20","Março","segunda-feira","colisão","R.Curt Hering","R.Exp.Aleixo Maba","veículo","Caminhão Trator","masc.","40",0,0,0,1,"ciclofaixa","Asfalto",439,"10","7",423,"11,5","7,5","Barra do Rio","Área Urbana",-48.68198572,-26.89097562,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3222","2019-577",2019-03-11,"15:20","Março","segunda-feira","colisão","R.Curt Hering","R.Exp.Aleixo Maba","veículo","Semireboque","masc.","40",0,0,0,1,"ciclofaixa","Asfalto",439,"10","7",423,"11,5","7,5","Barra do Rio","Área Urbana",-48.68198572,-26.89097562,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"323","2019-646",2019-03-18,"09:20","Março","segunda-feira","abalroamento","R.Exp.Aleixo Maba","R.Curt Hering","veículo","Automóvel","fem.","37",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",439,"10","7","Barra do Rio","Área Urbana",-48.68201079,-26.89095503,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3231","2019-646",2019-03-18,"09:20","Março","segunda-feira","abalroamento","R.Exp.Aleixo Maba","R.Curt Hering","veículo","Caminhão","","",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",439,"10","7","Barra do Rio","Área Urbana",-48.68201079,-26.89095503,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"324","2019-712",2019-03-22,"08:15","Março","sexta-feira","colisão","R.Exp.Aleixo Maba","R.David Adão Schmidt","veículo","Motoneta","masc.","31",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",405,"15","9","Barra do Rio","Área Urbana",-48.68272226,-26.89069679,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3241","2019-712",2019-03-22,"08:15","Março","sexta-feira","colisão","R.Exp.Aleixo Maba","R.David Adão Schmidt","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",405,"15","9","Barra do Rio","Área Urbana",-48.68272226,-26.89069679,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"325","2019-719",2019-03-25,"15:00","Março","segunda-feira","colisão","R.Exp.Aleixo Maba","","veículo","Caminhão_Trator","masc.","51",0,1,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68248774,-26.89071225,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3251","2019-719",2019-03-25,"15:00","Março","segunda-feira","colisão","R.Exp.Aleixo Maba","","veículo","Semireboque","masc.","51",0,1,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68248774,-26.89071225,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3252","2019-719",2019-03-25,"15:00","Março","segunda-feira","colisão","R.Exp.Aleixo Maba","","veículo","Automóvel","fem.","54",0,1,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68248774,-26.89071225,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"326","2019-868",2019-04-11,"11:00","Abril","quinta-feira","colisão","R.Exp.Aleixo Maba","R.David Adão Schmidt","veículo","Automóvel","masc.","23",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",405,"15","9","Barra do Rio","Área Urbana",-48.68279983,-26.8906562,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3261","2019-868",2019-04-11,"11:00","Abril","quinta-feira","colisão","R.Exp.Aleixo Maba","R.David Adão Schmidt","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",405,"15","9","Barra do Rio","Área Urbana",-48.68279983,-26.8906562,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"327","2019-897",2019-04-15,"15:10","Abril","segunda-feira","abalroamento","R.Exp.Aleixo Maba","","veículo","Automóvel","masc.","25",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68230762,-26.89082134,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3271","2019-897",2019-04-15,"15:10","Abril","segunda-feira","abalroamento","R.Exp.Aleixo Maba","","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",NA,"","","Barra do Rio","Área Urbana",-48.68230762,-26.89082134,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"328","2019-1008",2019-04-29,"14:00","Abril","segunda-feira","engavetamento","R.Exp.Aleixo Maba","R.Bolívia","veículo","Automóvel","fem.","25",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",418,"10","7","Barra do Rio","Área Urbana",-48.68224076,-26.89095823,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3281","2019-1008",2019-04-29,"14:00","Abril","segunda-feira","engavetamento","R.Exp.Aleixo Maba","R.Bolívia","veículo","Automóvel","masc.","32",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",418,"10","7","Barra do Rio","Área Urbana",-48.68224076,-26.89095823,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"3282","2019-1008",2019-04-29,"14:00","Abril","segunda-feira","engavetamento","R.Exp.Aleixo Maba","R.Bolívia","veículo","Automóvel","masc.","44",0,0,0,1,"ciclofaixa","Asfalto",423,"11,5","7,5",418,"10","7","Barra do Rio","Área Urbana",-48.68224076,-26.89095823,"R.Exp.Aleixo Maba-R.Bolívia",423,418,-48.6824405318248,-26.8905864601316,"ciclofaixa"
"329","2019-23",2019-01-03,"19:00","Janeiro","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Caminhão","masc.","52",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68044305,-26.89143875,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3291","2019-23",2019-01-03,"19:00","Janeiro","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Automóvel","masc.","29",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68044305,-26.89143875,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"330","2019-169",2019-01-23,"18:40","Janeiro","quarta-feira","abalroamento","R.José Pereira Liberato","R.Exp.Aleixo Maba","veículo","Automóvel","masc.","50",0,1,0,1,"ciclofaixa","Asfalto",159,"12,5","8,5",423,"11,5","7,5","São João","Área Urbana",-48.6816834,-26.89119305,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3301","2019-169",2019-01-23,"18:40","Janeiro","quarta-feira","abalroamento","R.José Pereira Liberato","R.Exp.Aleixo Maba","veículo","Motocicleta","masc.","18",0,1,0,1,"ciclofaixa","Asfalto",159,"12,5","8,5",423,"11,5","7,5","São João","Área Urbana",-48.6816834,-26.89119305,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3311","2019-272",2019-01-30,"12:34","Janeiro","quarta-feira","colisão","R.Alfredo Eicke","","veículo","Motoneta","fem.","43",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68135976,-26.89122433,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3312","2019-272",2019-01-30,"12:34","Janeiro","quarta-feira","colisão","R.Alfredo Eicke","","veículo","Motoneta","masc.","24",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68135976,-26.89122433,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"332","2019-367",2019-02-15,"11:30","Fevereiro","sexta-feira","colisão","R.Alfredo Eicke","","veículo","Motoneta","fem.","28",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68176539,-26.89115654,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3321","2019-367",2019-02-15,"11:30","Fevereiro","sexta-feira","colisão","R.Alfredo Eicke","","veículo","Automóvel","masc.","37",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68176539,-26.89115654,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"333","2019-439",2019-02-22,"19:03","Fevereiro","sexta-feira","colisão","R.Alfredo Eicke","","veículo","Automóvel","masc.","35",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68054432,-26.89133184,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3331","2019-439",2019-02-22,"19:03","Fevereiro","sexta-feira","colisão","R.Alfredo Eicke","","veículo","Automóvel","masc.","46",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68054432,-26.89133184,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"334","2019-750/752",2019-03-28,"14:20","Março","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Caminhonete","masc.","22",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68092383,-26.89136607,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3341","2019-750/752",2019-03-28,"14:20","Março","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Caminhão Trator","masc.","65",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68092383,-26.89136607,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3342","2019-750/752",2019-03-28,"14:20","Março","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Semireboque","masc.","65",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.68092383,-26.89136607,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"335","2019-853",2019-03-29,"07:20","Março","sexta-feira","colisão","R.Alfredo Eicke","R.João Maria da Veiga","veículo","Motocicleta","masc.","50",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",425,"12","7","Barra do Rio","Área Urbana",-48.68069618,-26.89142311,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3351","2019-853",2019-03-29,"07:20","Março","sexta-feira","colisão","R.Alfredo Eicke","R.João Maria da Veiga","veículo","Automóvel","masc.","39",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",425,"12","7","Barra do Rio","Área Urbana",-48.68069618,-26.89142311,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"336","2019-839",2019-04-06,"10:40","Abril","sábado","colisão","R.Alfredo Eicke","R.João Pinto Amaral","veículo","Motoneta","fem.","22",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",435,"10","7","Barra do Rio","Área Urbana",-48.68065707,-26.89136765,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"3361","2019-839",2019-04-06,"10:40","Abril","sábado","colisão","R.Alfredo Eicke","R.João Pinto Amaral","veículo","Automóvel","masc.","31",0,1,0,1,"ciclofaixa","Asfalto",426,"15","11",435,"10","7","Barra do Rio","Área Urbana",-48.68065707,-26.89136765,"R.Alfredo Eicke-R.José Pereira Liberato",426,159,-48.681109151594,-26.8912691251072,"ciclofaixa"
"337","2019-498",2019-02-28,"17:30","Fevereiro","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Automóvel","masc.","44",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.67738285,-26.89211106,"R.Dr.Carlos Paulo Pfelsticker-R.Alfredo Eicke",429,426,-48.677774249591,-26.8920190264621,"ciclofaixa"
"3371","2019-498",2019-02-28,"17:30","Fevereiro","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Caminhão Trator","masc.","64",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.67738285,-26.89211106,"R.Dr.Carlos Paulo Pfelsticker-R.Alfredo Eicke",429,426,-48.677774249591,-26.8920190264621,"ciclofaixa"
"3372","2019-498",2019-02-28,"17:30","Fevereiro","quinta-feira","colisão","R.Alfredo Eicke","","veículo","Semireboque","masc.","64",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.67738285,-26.89211106,"R.Dr.Carlos Paulo Pfelsticker-R.Alfredo Eicke",429,426,-48.677774249591,-26.8920190264621,"ciclofaixa"
"338","2019-583",2019-01-28,"17:37","Janeiro","segunda-feira","colisão","R.Alfredo Eicke","","veículo","Automóvel","fem.","48",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.67683098,-26.89221402,"R.Tiburcio de Freitas-R.João Honorio de Miranda",430,1546,-48.6765091683567,-26.8922456650849,"ciclofaixa"
"3381","2019-583",2019-01-28,"17:37","Janeiro","segunda-feira","colisão","R.Alfredo Eicke","","veículo","Motocicleta","masc.","32",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.67683098,-26.89221402,"R.Tiburcio de Freitas-R.João Honorio de Miranda",430,1546,-48.6765091683567,-26.8922456650849,"ciclofaixa"
"339","2019-986",2019-04-25,"18:40","Abril","quinta-feira","colisão","R.Alfredo Eicke","R.João Honorio de Miranda","veículo","Automóvel","masc.","76",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",1546,"10","7","Barra do Rio","Área Urbana",-48.67628102,-26.8923972,"R.Tiburcio de Freitas-R.João Honorio de Miranda",430,1546,-48.6765091683567,-26.8922456650849,"ciclofaixa"
"3391","2019-986",2019-04-25,"18:40","Abril","quinta-feira","colisão","R.Alfredo Eicke","R.João Honorio de Miranda","veículo","Camioneta","fem.","43",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",1546,"10","7","Barra do Rio","Área Urbana",-48.67628102,-26.8923972,"R.Tiburcio de Freitas-R.João Honorio de Miranda",430,1546,-48.6765091683567,-26.8922456650849,"ciclofaixa"
"340","2019-295",2019-02-06,"16:30","Fevereiro","quarta-feira","abalroamento","R.Alfredo Eicke","Av.Irineu Bornhausen","veículo","Automóvel","masc.","80",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",161,"15","9","Barra do Rio","Área Urbana",-48.67961131,-26.89160351,"R.Alfredo Eicke-Av.Irineu Bornhausen",426,161,-48.6795995503119,-26.8915853273054,"ciclofaixa"
"3401","2019-295",2019-02-06,"16:30","Fevereiro","quarta-feira","abalroamento","R.Alfredo Eicke","Av.Irineu Bornhausen","veículo","Motocicleta","masc.","58",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",161,"15","9","Barra do Rio","Área Urbana",-48.67961131,-26.89160351,"R.Alfredo Eicke-Av.Irineu Bornhausen",426,161,-48.6795995503119,-26.8915853273054,"ciclofaixa"
"3411","2019-905",2019-04-16,"14:40","Abril","terça-feira","engavetamento","R.Alfredo Eicke","","veículo","Camioneta","fem.","33",0,0,0,1,"ciclofaixa","Asfalto",426,"15","11",NA,"","","Barra do Rio","Área Urbana",-48.6802258,-26.89148707,"R.Alfredo Eicke-Av.Irineu Bornhausen",426,161,-48.6795995503119,-26.8915853273054,"ciclofaixa"
